StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,attention_check_1,attention_check_2,attention_check_3,attention_check_4,Q3,Q4,Q231,Q237_First Click,Q237_Last Click,Q237_Page Submit,Q237_Click Count,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q235,Q224,Q240,mistake,allocation,PROLIFIC_PID,SESSION_ID,STUDY_ID,treatment,transfer,reasons,beliefs,P1_CHOICE,P1_ID,attention_check,Q_DataPolicyViolations
2026-04-21 15:26:09,2026-04-21 15:31:09,IP Address,,100,300,True,2026-04-21 15:31:10,R_57trTbGX6ZXOnMl,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..is irrelevant for the final payment,..affects both the broker's and the data provider's final payment,,,,,,,,,,,,1,,6614721a46dbcdfff927e757,69e79705d0f7f64a2b053634,69e77a006a79977a2df1e51b,,,,,,,1,
2026-04-21 15:23:34,2026-04-21 15:31:11,IP Address,,100,457,True,2026-04-21 15:31:12,R_3QilYSJniGBPkSp,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,4.56,0,0,0,2.018,0,Accept,I want both me and the data provider to earn together.,Accept,0,,69d14d3b00b38f7fd577137e,69e796671a313b89cad2a326,69e77a006a79977a2df1e51b,,,I want both me and the data provider to earn together.,,12,60914b4649ec7b4af680e25b,1,
2026-04-21 15:30:06,2026-04-21 15:31:19,IP Address,,100,73,True,2026-04-21 15:31:19,R_87TOn7GA7SIxhmW,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..is irrelevant for the final payment,..affects both the broker's and the data provider's final payment,,,,,,,,,,,,1,,54cb7189fdf99b385b78ea97,69e797f70b3d016d94061d39,69e77a006a79977a2df1e51b,,,,,,,1,
2026-04-21 15:29:07,2026-04-21 15:31:36,IP Address,,100,148,True,2026-04-21 15:31:36,R_7WeSwWIPg64yrC1,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.326,0,0,0,2.113,0,Reject,Its half of $12 and I think that is an unfair price,Reject,0,,697b951243ecdd10604631c9,69e797bdbac072266a5246ee,69e77a006a79977a2df1e51b,,,Its half of $12 and I think that is an unfair price,,6,662a7bad22f9c62510da0348,1,
2026-04-21 15:28:21,2026-04-21 15:31:39,IP Address,,100,197,True,2026-04-21 15:31:40,R_2QNsW9yr9bSxdUl,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects the broker's earnings,..affects both the broker's and the data provider's final payment,,,,,,,,,,,,1,,69b83b1bd8b6cdc275a482cb,69e7976d8b7aa2348545004d,69e77a006a79977a2df1e51b,,,,,,,1,
2026-04-21 15:28:39,2026-04-21 15:32:12,IP Address,,100,213,True,2026-04-21 15:32:12,R_81TgPU6zu04A1Lb,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.12,0,0,0,2.012,0,Accept,$3 is better than nothing if I were to reject the offer.,Accept,0,,614a4492903df4380cb1a0c2,69e797a05ea3fc068eaaa8ea,69e77a006a79977a2df1e51b,,,$3 is better than nothing if I were to reject the offer.,,9,69baad8d3dcf97ce81dae5c2,1,
2026-04-21 15:28:47,2026-04-21 15:32:15,IP Address,,100,208,True,2026-04-21 15:32:16,R_5OxY2k0I0EEgxt7,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.619,0,0,0,2.009,0,Reject,I don't like the terms of the offer.,Reject,0,,55900dcffdf99b3f7aada3f5,69e797aaa36b2ae6e7b52ffd,69e77a006a79977a2df1e51b,,,I don't like the terms of the offer.,,12,69a5aae75cea67d79f85f6c7,1,
2026-04-21 15:28:56,2026-04-21 15:32:27,IP Address,,100,210,True,2026-04-21 15:32:27,R_6YbwoaoEZBgjk3d,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.139,0,0,0,2.106,0,Reject,I think that we should have a split that is more 50/50.  It could even be 60 40.,Reject,0,,6031ceae5e466a1647a29da7,69e797b124e2ba3470f09ed4,69e77a006a79977a2df1e51b,,,I think that we should have a split that is more 50/50.  It could even be 60 40.,,7.5,5ea0e078e106cc0e69e55f18,1,
2026-04-21 15:28:45,2026-04-21 15:32:28,IP Address,,100,223,True,2026-04-21 15:32:29,R_5D6MrQXqBFyXRnf,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.905,0,0,0,2.015,0,Accept,"i think that it would be good, i dont see any issues with it, i still get .50",Accept,0,,66524aa2a82e242800be156b,69e797a7531017cfd4bff628,69e77a006a79977a2df1e51b,,,"i think that it would be good, i dont see any issues with it, i still get .50",,11.5,6983676623cfc747243e3047,1,
2026-04-21 15:29:12,2026-04-21 15:33:51,IP Address,,100,278,True,2026-04-21 15:33:52,R_6A11YuGQB1Q59dx,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,4.196,0,0,0,2.017,0,Reject,I don't like that the broker receives nothing. The broker should receive some type of payment for doing the job.,Accept,0,,66293a3bac9b03d00e8a57e0,69e797bf0b8825025b6ab76c,69e77a006a79977a2df1e51b,,,I don't like that the broker receives nothing. The broker should receive some type of payment for doing the job.,,12,69951a858846bd48df012f7b,1,
2026-04-21 15:27:08,2026-04-21 15:34:02,IP Address,,100,414,True,2026-04-21 15:34:03,R_16hEblgVBIBrWFd,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,4.658,0,0,0,2.118,0,Accept,"I felt if I rejected the offer, we'd both get nothing.",Accept,0,,6989f788ec4e212414ef5866,69e7973e84f4d895893e9c10,69e77a006a79977a2df1e51b,,,"I felt if I rejected the offer, we'd both get nothing.",,11,69d674a7cc824a1652da4286,1,
2026-04-21 15:27:52,2026-04-21 15:34:06,IP Address,,100,374,True,2026-04-21 15:34:07,R_7ewQ3wRTP9XCtaP,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,4.078,0,0,0,2.008,0,Accept,I accepted the $12 to be able to sell that to the research team and receive compensation back from that sale.,Accept,1,,6630e36ad79d4c0051a4b2ee,69e7964536cb40824d507665,69e77a006a79977a2df1e51b,,,I accepted the $12 to be able to sell that to the research team and receive compensation back from that sale.,,12,69e6380fa12fd6a0ba410b04,1,
2026-04-21 15:30:38,2026-04-21 15:34:10,IP Address,,100,211,True,2026-04-21 15:34:11,R_6flO9stzSPXKWr7,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.068,0,0,0,2.11,0,Accept,"$6 is $6. I'd rather get $6 than $0, I don't really care about any other considerations in this scenario. ",Accept,0,,672e1c2422a33b09d7be4701,69e79817f900fcce7364f27a,69e77a006a79977a2df1e51b,,,"$6 is $6. I'd rather get $6 than $0, I don't really care about any other considerations in this scenario. ",,6,69c2980da2be31577cfd3cb8,1,
2026-04-21 15:20:16,2026-04-21 15:34:51,IP Address,,100,875,True,2026-04-21 15:34:52,R_1FEQ3KyJKv5GwgY,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.949,0,0,0,2.108,0,Reject,I don't feel like this is a fair price. I think there should be a better price and negotiation than what is presented,Accept,0,,6775769716cc341ffb0ec020,69e795a887010f685f82b3fe,69e77a006a79977a2df1e51b,,,I don't feel like this is a fair price. I think there should be a better price and negotiation than what is presented,,11,663e3c3e7e1b18543cfd78d6,1,
2026-04-21 15:30:30,2026-04-21 15:35:29,IP Address,,100,298,True,2026-04-21 15:35:29,R_1YXmSSEMklxpAKd,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.268,0,0,0,2.107,0,Reject,"I received no bonus, so why should they get the money? even a small amount would have likely changed my mind.",Accept,1,,5f94a8d5b23c792ffdc1e935,69e79810f8b7ee94a1fe0e2d,69e77a006a79977a2df1e51b,,,"I received no bonus, so why should they get the money? even a small amount would have likely changed my mind.",,12,699bbc0fc08df1f53bb685ba,1,
2026-04-21 15:30:48,2026-04-21 15:35:55,IP Address,,100,307,True,2026-04-21 15:35:56,R_1rKCrIoz8fuLMAh,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,4.205,0,0,0,2.017,0,Reject,"I rejected it because the price was set at $12, which would leave me with $0. It did not make sense to accept an outcome with no benefit for me. ",Accept,0,,6966df88ce0661d412cfec30,69e798202eca81439b550a6d,69e77a006a79977a2df1e51b,,,"I rejected it because the price was set at $12, which would leave me with $0. It did not make sense to accept an outcome with no benefit for me. ",,12,628bb31571a8935ee2dbd6f9,1,
2026-04-21 15:27:36,2026-04-21 15:35:56,IP Address,,100,499,True,2026-04-21 15:35:56,R_58OWJNoMyInku5j,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,5.536,0,0,0,2.026,0,Accept,"I accepted because $4 seemed like a fair guaranteed amount, and I preferred taking a sure payment rather than risking getting nothing by rejecting.",,0,,699e6b980d3b0ebfe9ba70d6,69e797336f468b3f3c17e545,69e77a006a79977a2df1e51b,,,"I accepted because $4 seemed like a fair guaranteed amount, and I preferred taking a sure payment rather than risking getting nothing by rejecting.",,8,69205e18d437f24405037595,1,
2026-04-21 15:30:37,2026-04-21 15:36:56,IP Address,,100,378,True,2026-04-21 15:36:56,R_1DujQQIOy3U7J8j,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.352,0,0,0,2.02,0,Accept,The price is below the set point of $12 so I accepted so that we both could profit at least a little from my choice.,Accept,0,,65831ec7a0cb41561b8e43e9,69e798161a3325331c74a7c4,69e77a006a79977a2df1e51b,,,The price is below the set point of $12 so I accepted so that we both could profit at least a little from my choice.,,11.5,67acec8db57cdba0b5e9415e,1,
2026-04-21 15:20:54,2026-04-21 15:37:44,IP Address,,100,1010,True,2026-04-21 15:37:45,R_5dfNpkcOb5eIERh,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,5.72,0,0,0,2.02,0,Reject,I thought the allocation was not fair at all,Reject,0,,67acb1390d3a924e38bc9247,69e795c5bf50cfc1cb46cfd8,69e77a006a79977a2df1e51b,,,I thought the allocation was not fair at all,,10,65c124f50d9f69bff3c15313,1,
2026-04-21 16:03:16,2026-04-21 16:05:41,IP Address,,100,145,True,2026-04-21 16:05:42,R_8HYAQh9u5N0eavf,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,4.338,0,0,0,2.112,0,Accept,The amount I receive is high. No other reason.,Reject,0,,TEST,69e79fbcc018f93bb52ff787,69e77a006a79977a2df1e51b,,,The amount I receive is high. No other reason.,,0.5,66ce83aa0483393f90c865cc,1,
2026-04-21 16:02:57,2026-04-21 16:06:02,IP Address,,100,185,True,2026-04-21 16:06:02,R_3PiQG0TiNpqa50d,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.646,0,0,0,2.112,0,Accept,"If I refused the offer then I got no money, so getting a bit less than the other person was okay.",Accept,0,,TEST,69e79fa93464db551ce6a3fe,69e77a006a79977a2df1e51b,,,"If I refused the offer then I got no money, so getting a bit less than the other person was okay.",,7,668525b0e1eff8d40c686ec0,1,
2026-04-21 16:02:59,2026-04-21 16:06:08,IP Address,,100,188,True,2026-04-21 16:06:08,R_8dQmqVCg1RLxl3S,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.481,0,0,0,2.006,0,Accept,"I'm no worse off than I was before, although quite disappointed. The other person might as well have it. If I were feeling a little more vengeful, I could have chosen not to accept, but you know - I might as well do the right thing, even if the other person didn't.",Accept,0,,TEST,69e79fac431ff10f3a7de8c6,69e77a006a79977a2df1e51b,,,"I'm no worse off than I was before, although quite disappointed. The other person might as well have it. If I were feeling a little more vengeful, I could have chosen not to accept, but you know - I might as well do the right thing, even if the other person didn't.",,12,56c113f6eb5b22000d5baa6f,1,
2026-04-21 16:03:16,2026-04-21 16:06:37,IP Address,,100,200,True,2026-04-21 16:06:37,R_1NsIN7vRxX6u42R,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.68,0,0,0,2.006,0,Accept,"The price was low, allowing me to gain a significant amount",Accept,0,,TEST,69e79fbe89661d4d8660a9aa,69e77a006a79977a2df1e51b,,,"The price was low, allowing me to gain a significant amount",,1.5,6944279b6ce0185ccdba8208,1,
2026-04-21 16:05:05,2026-04-21 16:07:08,IP Address,,100,122,True,2026-04-21 16:07:09,R_1pl2e8WiyXWoZ4X,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.058,0,0,0,2.003,0,Reject,I do not want to be paid less ,Reject,0,,TEST,69e7a02bb9602251f444af7d,69e77a006a79977a2df1e51b,,,I do not want to be paid less ,,6.5,677891f035561f24d38aaf5e,1,
2026-04-21 16:03:21,2026-04-21 16:08:00,IP Address,,100,278,True,2026-04-21 16:08:01,R_5IaC9izWm8TLEYs,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.324,0,0,0,2.009,0,Accept,Because it stated in the description that if it is not accepted then nothing happens and both participants receive nothing.,Accept,0,,TEST,69e79fbd45e5544106edd575,69e77a006a79977a2df1e51b,,,Because it stated in the description that if it is not accepted then nothing happens and both participants receive nothing.,,7,63761d26aceed18c21423b5f,1,
