"classification_id","memory"
"WCLS01582","Being somewhat greedy"
"WCLS01583","Being somewhat greedy."
"WCLS01584","being stagnant in life"
"WCLS01585","Being stern and not giving in"
"WCLS01587","Being stingy and not getting a round in"
"WCLS01588","Being stingy to someone who seems lazy and does not repay debts when they borrow,"
"WCLS01589","being stolen from by a stranger"
"WCLS01590","Being stuck in a traffic jam when you want to get home after work"
"WCLS01591","Being super generous"
"WCLS01592","Being taken advantage of by a 'friend' who is using me."
"WCLS01593","Being taken out for food and not having to pay"
"WCLS01594","Being taxed"
"WCLS01595","Being taxed by the government."
"WCLS01596","being taxed for doing this survey"
"WCLS01597","being the kind of person who shares well with others. Someone who makes sure others are taken care of too."
"WCLS01598","being the tax man"
"WCLS01599","Being tight and selfish for not sharing and not being kind"
"WCLS01600","Being tight on money you cannot afford to give anything even to a homeless person outside a train station"
"WCLS01601","Being told getting a present and then not receiving one"
"WCLS01602","being too cheap"
"WCLS01603","being too cheap. the broker would make double my profit"
"WCLS01604","being too generous"
"WCLS01605","Being too generous and not leaving enough for me"
"WCLS01606","Being too generous such as giving more money than you can really afford."
"WCLS01607","Being too kind and providing beyond your means. A warm figure."
"WCLS01608","being too passive in a business deal"
"WCLS01609","Being too reasonable"
"WCLS01610","being too selfish"
"WCLS01611","being too selfless for it"
"WCLS01612","Being totally equal in a competition"
"WCLS01613","Being truly fair and a level playing field"
"WCLS01614","being ultra greedy"
"WCLS01615","Being undercharged."
"WCLS01616","being undervalued a bit"
"WCLS01617","Being unfair"
"WCLS01618","Being unfair in life and not going halves with somewhen when you should"
"WCLS01619","Being unfair to a friend basically cheating your friend out of money."
"WCLS01620","being unfair to someone"
"WCLS01621","Being unfair; stealing"
"WCLS01622","Being unfairly taxed"
"WCLS01623","Being unhappy with something I paid for and getting a refund"
"WCLS01624","Being unkind and unhelpful."
"WCLS01625","Being unwise with your money. Must have a lot of money to not care about it."
"WCLS01626","Being very altruistic and prioritizing others above oneself."
"WCLS01627","being very fair"
"WCLS01628","Being very fair 3/4 of my amount"
"WCLS01629","Being very generous"
"WCLS01630","Being very generous indeed."
"WCLS01631","Being very generous towards a friend."
"WCLS01632","Being very generous, putting others before myself."
"WCLS01633","Being very generous."
"WCLS01634","Being very generous. Maybe not looking out for myself."
"WCLS01635","being very greedy"
"WCLS01636","being very greedy and a bit selfish"
"WCLS01637","Being very greedy or not understanding the other person"
"WCLS01638","Being very kind and considerate. You are being unselfish. You are thinking more about them than yourself."
"WCLS01639","Being very kind to a person who needs more money than I do"
"WCLS01640","being very kind to someone"
"WCLS01641","being very mean and taking cash away from them"
"WCLS01642","Being very protective of your own earnings and encountering a stranger who you wouldn't give money to"
"WCLS01643","Being very rude and selfish."
"WCLS01644","Being very self sacrificial. This would be like a parent giving more to their child than them so that they are better off. I would have $4 and the other have $8. So they would be better off. Very altruistic."
"WCLS01645","being very selfish and greedy"
"WCLS01646","Being very thoughtful"
"WCLS01647","Being very tightfisted"
"WCLS01648","Being very undervalued."
"WCLS01649","Being very unfair to the data broker."
"WCLS01650","Being very unkind"
"WCLS01651","Being willing to significantly aid someone less well off than myself"
"WCLS01652","being withdrawn"
"WCLS01653","beinga little bit mean and not sharing"
"WCLS01654","believing the other person has contributed but has done less than me to deserve a smaller share"
"WCLS01655","benig kind of silly at negotiating"
"WCLS01656","betrayaing someone in their time of need."
"WCLS01657","Better"
"WCLS01658","Better 4% product discount"
"WCLS01659","betting it sems maybe its a bit like risking a bet"
"WCLS01660","Betting on a coin toss."
"WCLS01661","bidding in an auction"
"WCLS01662","bidding on an item in an auction"
"WCLS01663","big discount on the everyday sales price. maybe a big holiday discount"
"WCLS01664","big loss of $ for me"
"WCLS01665","Big reducation to the price"
"WCLS01666","Big store sale like black friday"
"WCLS01667","Bigger reduction more helpful"
"WCLS01668","Billionaires holding so much more than other people and not feeling responsible for helping others."
"WCLS01669","Billionaires not paying any yax."
"WCLS01670","Bingo night with my sister and sharing our winnings."
"WCLS01671","Bingo winning you or prize draw"
"WCLS01672","birthday card money"
"WCLS01673","Birthday fift"
"WCLS01674","Birthday money"
"WCLS01675","bit naffed of - its as though im doing something good to benefit them - a one way deal"
"WCLS01676","bit of a handout"
"WCLS01677","bit unfair"
"WCLS01678","black friday deal where the price is reduced quite a lot"
"WCLS01679","Black Friday deals pre Christmas time, everyone competing for sales"
"WCLS01680","Black Friday sale for various products. A price drop of this level is common."
"WCLS01681","Black Friday sale offer for something that has been out for over a year"
"WCLS01682","Black Friday sale offer."
"WCLS01683","Black Friday sale where the discount is significant."
"WCLS01684","black friday sale, biiiiig discount."
"WCLS01685","Black Friday sales in stores"
"WCLS01686","Black Friday sales starting."
"WCLS01687","black friday sales that are very popular"
"WCLS01688","Black Friday sales with extra discount"
"WCLS01689","blessing the other participant"
"WCLS01690","Board game"
"WCLS01691","BOGO sale. This sale will not last oast the weekend."
"WCLS01692","Bonuses are awarded according to seniority and the other participant has been there longerr."
"WCLS01693","Borrowing equivalent of $2 then paying back"
"WCLS01694","Borrowing equivalent of $4 then paying back"
"WCLS01695","Borrowing equivalent of $6 then paying back"
"WCLS01696","Borrowing equivalent of $8 then paying back"
"WCLS01697","Borrowing money from someone then paying them back at another time."
"WCLS01698","Both applicants would have $6 which i think is fair"
"WCLS01699","Both Easier and quicker work than the standard"
"WCLS01700","both get $6"
"WCLS01701","Both getting scratchcard and me winning and not sharing"
"WCLS01702","Both given different pocket money."
"WCLS01703","Both keeping our own money and choosing what to spend it on"
"WCLS01704","both my partner and I having the same amount"
"WCLS01705","Both our figures remain the same"
"WCLS01706","Both parties agreeing & coming to the right price for both parties."
"WCLS01707","both parties ear the same amount"
"WCLS01708","Both parties receive something but the majority go to myself. Seems unfair to the participant to a moderate degree."
"WCLS01709","Both people having equal amounts of money to spend."
"WCLS01710","Both winning a contest a splitting the prize"
"WCLS01711","Both working as a server and I decided to take an extra $4"
"WCLS01712","Bottle of liquor that went on sale."
"WCLS01713","bottlenecking profit"
"WCLS01714","boxing day sales, 50% off."
"WCLS01715","Brand new items, items that have just been released."
"WCLS01716","Break even, not spending."
"WCLS01717","breaking even"
"WCLS01718","Breaking even in life"
"WCLS01719","breaking even on a bet"
"WCLS01720","bring greedy - taking everything to yourself"
"WCLS01721","bring mean, perhaps ignoring someone"
"WCLS01722","Bring very generous and magnanimous"
"WCLS01723","bringing a coffee for a coworker"
"WCLS01724","bringing lunch to work and sharing it with your colleagues"
"WCLS01725","Broker works for nothing"
"WCLS01726","Budgeting for a coffee"
"WCLS01727","Budgeting for a sandwich for one person"
"WCLS01728","Building trust with a new contact and developing a mutually beneficial relationship."
"WCLS01729","Bullying someone to take their toy when you already have most of them."
"WCLS01730","Business massively struggling and its performance taking a big hit"
